item,canonical_model,subjective_rank,subjective_worth,benchmark_category,dataset,score_mean,objective_rank,subjective_label,objective_source
maskgct,maskgct,15,-0.0537024851800524,SPEAKER,maskgct/default/eng,86.07396094349676,2.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,16,-0.0710059488697125,SPEAKER,gpt-sovits/v4/eng,84.42061790297296,5.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,17,-0.653807459549089,SPEAKER,voicecraft/giga830m_tts_enhanced/eng,83.48818081391619,6.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
metavoice,metavoice,18,-1.07553475807921,SPEAKER,metavoice/default/eng,81.9301589355297,11.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
indextts,indextts,1,0.962534929784353,WER (whisper),indextts,0.9009810992147949,4.0,sim,WER (whisper)
qwen3.tts,qwen3-tts,2,0.791079988365953,WER (whisper),qwen3-tts,0.8003795613202841,12.0,sim,WER (whisper)
e2.tts,e2-tts,3,0.67182568139416,WER (whisper),e2-tts,0.6917801278022702,15.0,sim,WER (whisper)
fish.speech,fish-speech,4,0.355839445079671,WER (whisper),fish-speech,0.9161886450703487,3.0,sim,WER (whisper)
f5.tts,f5-tts,5,0.181825571787109,WER (whisper),f5-tts,0.8766437286028479,5.0,sim,WER (whisper)
maskgct,maskgct,6,0.140665032548458,WER (whisper),maskgct,0.8248197401324985,9.0,sim,WER (whisper)
recording,recording,7,0.0,WER (whisper),recording,0.7944692656110834,13.0,sim,WER (whisper)
vibevoice,vibevoice,8,-0.419851736565557,WER (whisper),vibevoice,0.813776674529352,11.0,sim,WER (whisper)
voicecraft,voicecraft,9,-0.576927185670687,WER (whisper),voicecraft,0.6405387210562243,17.0,sim,WER (whisper)
gpt.sovits,gpt-sovits,10,-0.644218378544644,WER (whisper),gpt-sovits,0.729559795275708,14.0,sim,WER (whisper)
hierspeech,hierspeech,11,-0.754505234743026,WER (whisper),hierspeech,0.8630209232812409,6.0,sim,WER (whisper)
styletts2,styletts2,12,-0.787962267314379,WER (whisper),styletts2,0.9358224667090157,1.0,sim,WER (whisper)
tortoise,tortoise,13,-0.827690328166699,WER (whisper),tortoise,0.8490823385045783,7.0,sim,WER (whisper)
vevo,vevo,14,-0.944343404792295,WER (whisper),vevo,0.6519796244591578,16.0,sim,WER (whisper)
metavoice,metavoice,15,-1.17557209871395,WER (whisper),metavoice,0.5674727740697227,18.0,sim,WER (whisper)
xtts,xtts,16,-1.28878163920876,WER (whisper),xtts,0.8269994984791519,8.0,sim,WER (whisper)
whisperspeech,whisperspeech,17,-1.35491983218282,WER (whisper),whisperspeech,0.8181530016076417,10.0,sim,WER (whisper)
openvoice,openvoice,18,-1.53361547255085,WER (whisper),openvoice,0.9331063891785074,2.0,sim,WER (whisper)
styletts2,styletts2,1,2.44697819734404,WER (whisper),styletts2,0.9358224667090157,1.0,intel,WER (whisper)
fish.speech,fish-speech,2,2.33973696175463,WER (whisper),fish-speech,0.9161886450703487,3.0,intel,WER (whisper)
openvoice,openvoice,3,2.23589580650502,WER (whisper),openvoice,0.9331063891785074,2.0,intel,WER (whisper)
qwen3.tts,qwen3-tts,4,2.20698429417246,WER (whisper),qwen3-tts,0.8003795613202841,12.0,intel,WER (whisper)
tortoise,tortoise,5,1.93963770677368,WER (whisper),tortoise,0.8490823385045783,7.0,intel,WER (whisper)
indextts,indextts,6,1.9212030193773,WER (whisper),indextts,0.9009810992147949,4.0,intel,WER (whisper)
f5.tts,f5-tts,7,1.46426118294162,WER (whisper),f5-tts,0.8766437286028479,5.0,intel,WER (whisper)
whisperspeech,whisperspeech,8,1.20841567669501,WER (whisper),whisperspeech,0.8181530016076417,10.0,intel,WER (whisper)
vibevoice,vibevoice,9,0.92878102689503,WER (whisper),vibevoice,0.813776674529352,11.0,intel,WER (whisper)
xtts,xtts,10,0.48960136589781,WER (whisper),xtts,0.8269994984791519,8.0,intel,WER (whisper)
e2.tts,e2-tts,11,0.198223341447589,WER (whisper),e2-tts,0.6917801278022702,15.0,intel,WER (whisper)
hierspeech,hierspeech,12,0.0818880149053242,WER (whisper),hierspeech,0.8630209232812409,6.0,intel,WER (whisper)
vevo,vevo,13,0.029618680831655,WER (whisper),vevo,0.6519796244591578,16.0,intel,WER (whisper)
recording,recording,14,0.0,WER (whisper),recording,0.7944692656110834,13.0,intel,WER (whisper)
maskgct,maskgct,15,-0.0537024851800524,WER (whisper),maskgct,0.8248197401324985,9.0,intel,WER (whisper)
gpt.sovits,gpt-sovits,16,-0.0710059488697125,WER (whisper),gpt-sovits,0.729559795275708,14.0,intel,WER (whisper)
voicecraft,voicecraft,17,-0.653807459549089,WER (whisper),voicecraft,0.6405387210562243,17.0,intel,WER (whisper)
metavoice,metavoice,18,-1.07553475807921,WER (whisper),metavoice,0.5674727740697227,18.0,intel,WER (whisper)
indextts,indextts,1,0.962534929784353,Speaker Similarity (wespeaker),indextts,0.6703362659706423,2.0,sim,Speaker Similarity (wespeaker)
qwen3.tts,qwen3-tts,2,0.791079988365953,Speaker Similarity (wespeaker),qwen3-tts,0.5734052804689254,6.0,sim,Speaker Similarity (wespeaker)
e2.tts,e2-tts,3,0.67182568139416,Speaker Similarity (wespeaker),e2-tts,0.7128348929407708,1.0,sim,Speaker Similarity (wespeaker)
fish.speech,fish-speech,4,0.355839445079671,Speaker Similarity (wespeaker),fish-speech,0.486874503484044,10.0,sim,Speaker Similarity (wespeaker)
f5.tts,f5-tts,5,0.181825571787109,Speaker Similarity (wespeaker),f5-tts,0.6185515357647091,5.0,sim,Speaker Similarity (wespeaker)
maskgct,maskgct,6,0.140665032548458,Speaker Similarity (wespeaker),maskgct,0.6265693063511274,4.0,sim,Speaker Similarity (wespeaker)
recording,recording,7,0.0,Speaker Similarity (wespeaker),recording,0.6454861923048534,3.0,sim,Speaker Similarity (wespeaker)
vibevoice,vibevoice,8,-0.419851736565557,Speaker Similarity (wespeaker),vibevoice,0.4859877953907319,11.0,sim,Speaker Similarity (wespeaker)
voicecraft,voicecraft,9,-0.576927185670687,Speaker Similarity (wespeaker),voicecraft,0.373675051220592,15.0,sim,Speaker Similarity (wespeaker)
gpt.sovits,gpt-sovits,10,-0.644218378544644,Speaker Similarity (wespeaker),gpt-sovits,0.504126441117478,8.0,sim,Speaker Similarity (wespeaker)
hierspeech,hierspeech,11,-0.754505234743026,Speaker Similarity (wespeaker),hierspeech,0.496392639035388,9.0,sim,Speaker Similarity (wespeaker)
styletts2,styletts2,12,-0.787962267314379,Speaker Similarity (wespeaker),styletts2,0.371036104838519,17.0,sim,Speaker Similarity (wespeaker)
tortoise,tortoise,13,-0.827690328166699,Speaker Similarity (wespeaker),tortoise,0.3721197235120579,16.0,sim,Speaker Similarity (wespeaker)
vevo,vevo,14,-0.944343404792295,Speaker Similarity (wespeaker),vevo,0.5625258911536147,7.0,sim,Speaker Similarity (wespeaker)
metavoice,metavoice,15,-1.17557209871395,Speaker Similarity (wespeaker),metavoice,0.4180100682563115,13.0,sim,Speaker Similarity (wespeaker)
xtts,xtts,16,-1.28878163920876,Speaker Similarity (wespeaker),xtts,0.404474214607261,14.0,sim,Speaker Similarity (wespeaker)
whisperspeech,whisperspeech,17,-1.35491983218282,Speaker Similarity (wespeaker),whisperspeech,0.4409204733032019,12.0,sim,Speaker Similarity (wespeaker)
openvoice,openvoice,18,-1.53361547255085,Speaker Similarity (wespeaker),openvoice,0.2831737673647391,18.0,sim,Speaker Similarity (wespeaker)
styletts2,styletts2,1,2.44697819734404,Speaker Similarity (wespeaker),styletts2,0.371036104838519,17.0,intel,Speaker Similarity (wespeaker)
fish.speech,fish-speech,2,2.33973696175463,Speaker Similarity (wespeaker),fish-speech,0.486874503484044,10.0,intel,Speaker Similarity (wespeaker)
openvoice,openvoice,3,2.23589580650502,Speaker Similarity (wespeaker),openvoice,0.2831737673647391,18.0,intel,Speaker Similarity (wespeaker)
qwen3.tts,qwen3-tts,4,2.20698429417246,Speaker Similarity (wespeaker),qwen3-tts,0.5734052804689254,6.0,intel,Speaker Similarity (wespeaker)
tortoise,tortoise,5,1.93963770677368,Speaker Similarity (wespeaker),tortoise,0.3721197235120579,16.0,intel,Speaker Similarity (wespeaker)
indextts,indextts,6,1.9212030193773,Speaker Similarity (wespeaker),indextts,0.6703362659706423,2.0,intel,Speaker Similarity (wespeaker)
f5.tts,f5-tts,7,1.46426118294162,Speaker Similarity (wespeaker),f5-tts,0.6185515357647091,5.0,intel,Speaker Similarity (wespeaker)
whisperspeech,whisperspeech,8,1.20841567669501,Speaker Similarity (wespeaker),whisperspeech,0.4409204733032019,12.0,intel,Speaker Similarity (wespeaker)
vibevoice,vibevoice,9,0.92878102689503,Speaker Similarity (wespeaker),vibevoice,0.4859877953907319,11.0,intel,Speaker Similarity (wespeaker)
xtts,xtts,10,0.48960136589781,Speaker Similarity (wespeaker),xtts,0.404474214607261,14.0,intel,Speaker Similarity (wespeaker)
e2.tts,e2-tts,11,0.198223341447589,Speaker Similarity (wespeaker),e2-tts,0.7128348929407708,1.0,intel,Speaker Similarity (wespeaker)
hierspeech,hierspeech,12,0.0818880149053242,Speaker Similarity (wespeaker),hierspeech,0.496392639035388,9.0,intel,Speaker Similarity (wespeaker)
vevo,vevo,13,0.029618680831655,Speaker Similarity (wespeaker),vevo,0.5625258911536147,7.0,intel,Speaker Similarity (wespeaker)
recording,recording,14,0.0,Speaker Similarity (wespeaker),recording,0.6454861923048534,3.0,intel,Speaker Similarity (wespeaker)
maskgct,maskgct,15,-0.0537024851800524,Speaker Similarity (wespeaker),maskgct,0.6265693063511274,4.0,intel,Speaker Similarity (wespeaker)
gpt.sovits,gpt-sovits,16,-0.0710059488697125,Speaker Similarity (wespeaker),gpt-sovits,0.504126441117478,8.0,intel,Speaker Similarity (wespeaker)
voicecraft,voicecraft,17,-0.653807459549089,Speaker Similarity (wespeaker),voicecraft,0.373675051220592,15.0,intel,Speaker Similarity (wespeaker)
metavoice,metavoice,18,-1.07553475807921,Speaker Similarity (wespeaker),metavoice,0.4180100682563115,13.0,intel,Speaker Similarity (wespeaker)
indextts,indextts,1,0.962534929784353,UTMOS,indextts,2.8815934285521507,9.0,sim,UTMOS
qwen3.tts,qwen3-tts,2,0.791079988365953,UTMOS,qwen3-tts,3.582511525641205,4.0,sim,UTMOS
e2.tts,e2-tts,3,0.67182568139416,UTMOS,e2-tts,2.609934762510329,13.0,sim,UTMOS
fish.speech,fish-speech,4,0.355839445079671,UTMOS,fish-speech,3.475493849867984,5.0,sim,UTMOS
f5.tts,f5-tts,5,0.181825571787109,UTMOS,f5-tts,2.936446918242889,8.0,sim,UTMOS
maskgct,maskgct,6,0.140665032548458,UTMOS,maskgct,2.5802027998170303,14.0,sim,UTMOS
recording,recording,7,0.0,UTMOS,recording,2.3562861933656363,17.0,sim,UTMOS
vibevoice,vibevoice,8,-0.419851736565557,UTMOS,vibevoice,2.7498562590529523,10.0,sim,UTMOS
voicecraft,voicecraft,9,-0.576927185670687,UTMOS,voicecraft,2.4215777831551915,16.0,sim,UTMOS
gpt.sovits,gpt-sovits,10,-0.644218378544644,UTMOS,gpt-sovits,2.569675088569682,15.0,sim,UTMOS
hierspeech,hierspeech,11,-0.754505234743026,UTMOS,hierspeech,3.624379452646088,3.0,sim,UTMOS
styletts2,styletts2,12,-0.787962267314379,UTMOS,styletts2,3.710073315848907,2.0,sim,UTMOS
tortoise,tortoise,13,-0.827690328166699,UTMOS,tortoise,3.146745614548947,6.0,sim,UTMOS
vevo,vevo,14,-0.944343404792295,UTMOS,vevo,2.6676931900063945,11.0,sim,UTMOS
metavoice,metavoice,15,-1.17557209871395,UTMOS,metavoice,2.085649662961562,18.0,sim,UTMOS
xtts,xtts,16,-1.28878163920876,UTMOS,xtts,2.6269042183080487,12.0,sim,UTMOS
whisperspeech,whisperspeech,17,-1.35491983218282,UTMOS,whisperspeech,3.0134621290345267,7.0,sim,UTMOS
openvoice,openvoice,18,-1.53361547255085,UTMOS,openvoice,3.715826808164517,1.0,sim,UTMOS
styletts2,styletts2,1,2.44697819734404,UTMOS,styletts2,3.710073315848907,2.0,intel,UTMOS
fish.speech,fish-speech,2,2.33973696175463,UTMOS,fish-speech,3.475493849867984,5.0,intel,UTMOS
openvoice,openvoice,3,2.23589580650502,UTMOS,openvoice,3.715826808164517,1.0,intel,UTMOS
qwen3.tts,qwen3-tts,4,2.20698429417246,UTMOS,qwen3-tts,3.582511525641205,4.0,intel,UTMOS
tortoise,tortoise,5,1.93963770677368,UTMOS,tortoise,3.146745614548947,6.0,intel,UTMOS
indextts,indextts,6,1.9212030193773,UTMOS,indextts,2.8815934285521507,9.0,intel,UTMOS
f5.tts,f5-tts,7,1.46426118294162,UTMOS,f5-tts,2.936446918242889,8.0,intel,UTMOS
whisperspeech,whisperspeech,8,1.20841567669501,UTMOS,whisperspeech,3.0134621290345267,7.0,intel,UTMOS
vibevoice,vibevoice,9,0.92878102689503,UTMOS,vibevoice,2.7498562590529523,10.0,intel,UTMOS
xtts,xtts,10,0.48960136589781,UTMOS,xtts,2.6269042183080487,12.0,intel,UTMOS
e2.tts,e2-tts,11,0.198223341447589,UTMOS,e2-tts,2.609934762510329,13.0,intel,UTMOS
hierspeech,hierspeech,12,0.0818880149053242,UTMOS,hierspeech,3.624379452646088,3.0,intel,UTMOS
vevo,vevo,13,0.029618680831655,UTMOS,vevo,2.6676931900063945,11.0,intel,UTMOS
recording,recording,14,0.0,UTMOS,recording,2.3562861933656363,17.0,intel,UTMOS
maskgct,maskgct,15,-0.0537024851800524,UTMOS,maskgct,2.5802027998170303,14.0,intel,UTMOS
gpt.sovits,gpt-sovits,16,-0.0710059488697125,UTMOS,gpt-sovits,2.569675088569682,15.0,intel,UTMOS
voicecraft,voicecraft,17,-0.653807459549089,UTMOS,voicecraft,2.4215777831551915,16.0,intel,UTMOS
metavoice,metavoice,18,-1.07553475807921,UTMOS,metavoice,2.085649662961562,18.0,intel,UTMOS
